CPU_Usage (%),Memory_Usage (MB),Network_Usage (MBps),Disk_IO (MBps),Energy_Consumption (Watts),Service_Latency (ms),Predicted_Workload (%),Workload_Type,Task_Priority,Optimized_Resource_Allocation
69.19203085006956,9284.516142802813,449.6685093464057,185.92053413338405,286.4773144178573,158.30785481771133,16.042323145345406,Low,0,2
73.47065437552077,2333.184362743782,76.7253297571699,89.61054425061168,435.9014178632163,242.70964571652826,78.90626022577979,High,2,5
55.51494778125466,2514.0569080323658,132.68279484641909,196.6728399124596,193.33335946337786,133.10820037266163,59.93157623057038,Medium,1,2
74.38704619591049,8916.757537636444,275.9236111557561,59.964106978737526,241.30260451030873,50.91212935331696,60.622761978126235,Medium,1,2
49.44160367279517,4779.370441906793,401.51508196265576,48.82084415367188,411.9613301013496,83.5693061946962,79.0479515801035,High,2,5
52.045954644379464,845.8977158525581,27.764898766348416,127.97159202825519,90.19378453269303,206.74722873128835,26.17024524466596,Low,0,1
43.47869165226947,11984.90384430417,492.16889359621666,76.25263962212172,436.7719804500402,91.15692371439356,55.449271957621036,Medium,1,3
7.287721406968567,1027.6272626662983,232.9042354123746,125.64674285327531,190.02052252886406,182.26028296230433,35.33849846782687,Medium,1,2
14.7102284293974,9960.234022003553,186.02325890464428,61.69410814223447,50.65264246600722,195.4507654065825,13.97867277276891,Low,0,1
7.828626711806082,9070.083900388734,153.4349745414882,123.96573311076023,155.37161527536122,127.78979757506522,14.982547327877368,Low,0,1
62.27693701374024,15889.026768850912,95.4347867489271,55.87350585642224,90.2752884029779,196.8872791697653,17.964789709389322,Low,0,1
33.2920382968694,8197.430947725768,397.8712153757137,11.143441694959098,91.57320814830986,82.64123608491252,63.415485645959606,Medium,1,2
50.77136220482325,1521.4819981883998,478.1529407255873,182.5150444827135,361.77608036416615,131.45911344551942,15.05386884584445,Low,0,2
86.68098265334837,9268.39142502416,212.68592987424512,176.75783517281897,146.28935103757917,173.2067746731744,59.159865046066486,Medium,1,2
27.436300623398743,13861.878420018762,476.6861404291936,194.18883170526172,470.63406333964207,46.177921089573196,60.88822050783968,Medium,1,2
41.93446307320668,16333.991840115015,413.6608315631667,143.58890806805954,282.4000459660868,72.03738200863647,90.87016846157965,High,2,5
72.99960246887439,7342.4068527929585,245.71505246339595,136.86151436932528,257.04421607971335,164.74896783144476,64.50577665092385,Medium,1,2
25.59183489424602,5595.781640908297,340.27282777180505,112.24161094489132,245.42758319906824,165.5632293582406,98.63084488374263,High,2,3
11.928191884591369,14902.401129222128,223.14224779352685,26.06254085415201,361.6644378522343,125.85914838097985,7.944295094379308,Low,0,2
31.07763076223912,3547.3950726961984,283.7744700241507,38.657826878904736,253.51824313562378,199.91841241161953,71.8938829812863,High,2,4
19.5099158528604,10280.087739402612,38.44270513906687,58.6044680458347,107.87016030133633,123.10345099121902,7.515607415039114,Low,0,1
88.67278871083158,6951.499340600002,351.1691028972612,178.14111615210547,446.07748128834044,220.92395502636464,74.29086989809684,High,2,4
77.73083416079753,1164.0592965745734,35.884075797226984,35.42093539601195,242.7779070165464,185.29634056362664,41.65576987438337,Medium,1,3
62.00633808593811,6024.162664180035,410.3716239906283,184.65176172309023,83.3020590647761,82.10024150931862,63.07423771229601,Medium,1,3
83.43145311689459,4721.707109162451,414.22399543567315,105.03436087723202,288.21469437399253,101.8372320787161,34.40611684839209,Low,0,2
77.33048692092031,11401.638795391023,126.16787090254516,143.39835745914135,341.3060863050665,168.5832380136122,20.11497871950166,Low,0,1
21.791305299743225,15571.202779366125,168.59476270754212,22.93865284943274,174.01210887099137,224.14089161175536,73.73368921848183,High,2,3
85.330309864098,4766.444958073738,245.8420854935637,54.53767620640627,410.153183453229,48.78363951235964,90.93893612565824,High,2,3
53.540801772408564,13391.587386215493,302.36482439691594,191.74520302810384,351.39913071681366,131.09256699178513,22.44033215150332,Low,0,2
77.66961396476563,1390.671014446436,150.8032942535784,53.963839439016546,342.65352616899503,34.1021832244723,92.46678511434206,High,2,3
85.64821699311439,9053.056671351915,300.3183382696433,60.00782235783807,239.3712287905074,73.46651305343215,18.31730037443166,Low,0,2
33.62031274746775,1631.7706112034468,155.91566588235645,40.321879583374816,482.8618856350795,173.06543302684437,74.88787884220547,High,2,5
14.904673207490909,15336.971635225507,37.19045332481973,26.685659396059073,173.38512557716143,24.04498563579962,96.14729002700557,High,2,3
25.51416462877475,12675.527525006897,11.238499417635385,47.418270649345594,309.96747545695365,167.27785256276763,19.00023376684258,Low,0,2
43.43970097636307,10954.98099063929,59.564018380030014,128.82305149820888,189.0748208626779,225.69872463159777,46.333554441758565,Medium,1,2
78.62132893302439,13588.883369146672,398.20284308036895,91.61817896720915,385.16213883719934,242.4957212995242,37.05846082404795,Medium,1,3
82.46575249307091,10789.43419528963,481.1013430678352,111.19741143124182,71.50616774155465,58.0748892512513,41.90538626748932,Medium,1,2
5.6256917478071635,15891.08547195035,219.21343764779743,25.350600924438833,70.65224054377215,188.47999936892958,76.54827521751878,High,2,3
50.967257231980916,11843.940548509654,261.215137190472,160.62117298541713,414.8874362834561,231.96075993285478,67.81294859277813,Medium,1,2
42.56699028339011,15188.181451289422,81.9556028459788,157.03484541538975,245.42067247865197,27.38548115811182,97.02526162396782,High,2,3
24.98970294236572,8719.917389992846,280.0053628132769,5.296392317392402,203.53102457016007,106.4357840798553,22.620552818860116,Low,0,2
15.787883060031453,2370.046362848124,80.88090198341865,77.31950380755069,323.3870879789023,230.25539288368068,56.60978258595861,Medium,1,3
35.385365426326516,8895.236794426128,309.4950222874267,14.685349792258416,365.8547047410381,54.682937072433376,47.66698381480754,Medium,1,3
89.86187335212672,2525.725527017417,467.29674711461837,158.62905010357665,140.54060607998298,233.77136752802124,92.29133034794621,High,2,3
34.088263881867974,9916.056501487901,105.8922842584894,147.71666694201517,133.4440586321292,134.16205741650572,6.008827085311195,Low,0,1
51.691155956902946,8170.129856695066,384.63622184798,180.49563076433805,481.1678364919467,29.473805221701145,98.97118807287394,High,2,5
68.27170630056601,10393.51671440191,21.516187180978783,48.04438783166981,315.34893787305623,115.21994260510118,50.574759865390234,Medium,1,3
37.726664214136456,671.4656833022871,193.99364824759428,91.80288074243198,225.55241478242067,84.93399288943122,64.42626648719175,Medium,1,3
92.46038744488646,3604.508283553939,64.26676883694944,37.71308755571515,410.6487626012779,74.14001933519303,39.20499280154297,Medium,1,2
91.62025654479001,8310.396615309342,182.71296638189273,74.87575196034977,286.3215314500627,137.66151603025253,85.99003362107239,High,2,4
27.660406624282775,15598.392529542749,95.03309062305293,104.92640706180991,158.7482646685616,123.48020923420816,58.388854786246355,Medium,1,3
49.75236553031469,6600.642688517074,192.91944516021485,11.612827177879204,143.0308875387082,123.08195410692252,67.96703894372766,Medium,1,3
32.07904788350927,7247.63279752329,214.58617499268988,143.25921172479966,228.58666977641977,26.594724120263248,66.64594726576426,Medium,1,2
30.635644493972084,11855.656324713107,157.28965016265,109.11537871384397,436.9531371169458,201.56795435164847,39.578303290284595,Medium,1,3
8.319825261907951,10095.398643645265,331.7447552418333,165.962844424924,77.65156221991651,122.95263226216983,12.219144601628503,Low,0,1
59.860790058190716,5256.555854360745,460.23750511686575,55.08431973704825,148.33670033964341,206.1219280319592,81.73209147893476,High,2,3
50.24111209059753,7032.477830446213,206.29173331158344,180.76089994858165,451.91831848366616,207.0256871799828,32.52301232251016,Low,0,2
9.633087612499041,3967.3312074619935,104.2481466727605,199.74015635305824,104.78055603616272,82.69815458777057,85.64837170538193,High,2,3
30.07818178129503,15844.69259931467,142.65415151603185,183.9403892371572,333.33157321887575,6.064844432865028,62.8210858351285,Medium,1,2
86.74392973699884,2585.428904078414,428.4604035132208,155.80060269079766,146.08011565446128,228.255190977239,38.60187601926041,Medium,1,3
26.560570160027517,6413.79344463821,290.1034644023725,162.66139177188236,322.6400813803498,191.37019980612885,61.45347915249416,Medium,1,3
18.04053848821008,922.1161670760176,232.95540583040906,115.1751042663727,222.39687507990445,31.27672942175042,66.32180577433657,Medium,1,2
49.05074842498067,4032.0840959692487,83.32199353937409,38.84061871960949,95.75460339394634,176.92312333075984,72.13492373707388,High,2,4
93.70854086995406,12899.63790836982,230.36638107865315,135.73109634439575,312.1137803993479,9.905700823875748,83.12212277817177,High,2,4
26.784974436035036,3705.0532868890946,146.46108164511946,142.83784740992638,357.3692361880637,11.800971959071129,20.176719510708544,Low,0,2
65.49219926652907,1782.766324939742,472.1499326481411,197.09164291331322,356.1226785346113,133.8266937014714,94.69371655301858,High,2,4
73.54576537958458,8042.520870492273,443.1943536137083,108.71896193500804,336.66548408271933,28.529170162904922,44.02985837061353,Medium,1,3
26.38737895931597,670.2316937062776,51.11224549581702,55.00243398998622,275.1011514209956,241.2624480088051,86.74277834575585,High,2,4
70.53947137506736,1857.4084030547601,263.16020973800903,137.05083182616184,283.76267758669655,223.9886505293143,25.94556155993959,Low,0,2
38.10048194473279,13330.63780170354,120.27858930218932,195.89578811362446,336.0380494135818,164.20394765573178,7.757752359447904,Low,0,2
61.90752475342215,12756.824929611672,211.2807738669024,36.2655677455497,360.61671278598845,20.608697855386755,59.46768414417082,Medium,1,3
62.01767396848052,15037.08335746651,439.65551914321367,65.87358578858493,344.69453247412326,84.58463816273095,35.843296511881704,Medium,1,2
53.21972156672826,14074.868998775417,268.482114745387,108.83430980076353,314.1255042110533,96.07213448698076,98.52389047005519,High,2,3
13.126079304896747,11355.362539742393,173.76549375167232,34.87271234151896,120.12754316185328,122.81555977803141,14.923078197961377,Low,0,1
80.17722460303142,1342.6271110761206,111.86529351144856,5.421907264467733,144.77744232178782,46.38120413158079,9.493772270334565,Low,0,2
33.870205847456226,12937.373264684227,402.1591811091797,68.05964136580887,167.10080946590676,146.490352485313,9.276692762547658,Low,0,2
21.786665935986882,13931.947589661375,316.0138275285301,173.20878949871056,463.847745689376,111.7638087377597,25.60300104626048,Low,0,2
8.669762739928753,13195.031817692461,239.35207560885328,9.65021146541925,391.72779130863495,237.08775603125034,60.023156054707144,Medium,1,2
58.18036488694176,8582.57924840899,116.56733339285924,86.35688274436657,298.7900687915952,234.36783125817868,53.02852049624571,Medium,1,2
65.98079256580542,4208.617983044573,173.78072333699436,152.6779538122904,163.4256178448211,143.54111905829322,38.257201459188344,Medium,1,3
6.4929046035070535,13929.07737413147,480.32327910187405,190.68333678526616,99.90118545987703,162.86558731768113,13.43534520460638,Low,0,2
51.088375246935286,12053.528116195477,264.8440694268588,197.10960440188202,454.44165169098864,38.7601346045669,27.205024005460288,Low,0,2
25.384619767814417,16078.641359899852,206.34264780919395,84.97190674113959,451.69970712031267,59.714193515842034,22.493971154548102,Low,0,1
63.06555113685049,2983.1529115821672,265.49680075067874,190.1264745814444,99.8130180630612,225.67527402946783,75.8383495298246,High,2,4
20.69297861044923,4093.748262202218,391.70436789080827,8.048375682891884,408.74749974342325,176.29565110945506,79.09490638512484,High,2,5
67.18439642922193,3873.660234919211,176.6533788864057,149.4374706617127,250.9902811894607,51.41039833435399,78.81633124087287,High,2,3
39.806181167048365,13091.191191685857,97.56599925697833,128.90646089208897,195.78511977374305,144.7015249879396,97.05885171934412,High,2,3
89.30569898630611,3478.5926092562754,296.61869798613344,50.654849659644306,382.59704129391827,234.016506369915,89.00260490173304,High,2,3
17.376884973139394,1570.0248189555143,335.9500107057229,101.95638163525012,326.4482934773288,89.56692100966639,52.291450981957965,Medium,1,2
35.695971594523265,16361.157122127097,359.2318214496893,26.78119381433863,401.0135484170018,50.52599200217589,44.41892198637069,Medium,1,3
15.212616911653017,905.8987800574073,442.1739194754035,174.44783303936063,83.44798728482169,235.79619284272908,91.99800918239887,High,2,5
88.22242564507064,13768.993722841517,191.8753191376654,72.22171902358394,193.3641589808554,118.0100132715643,63.06639894457394,Medium,1,3
83.9605418042883,6311.102509091961,46.923899152156984,125.58284962267759,193.6925826875311,107.22428967237778,32.96787336743155,Low,0,1
28.214746494364004,13870.120577276044,479.5908059791617,32.59648097116519,198.3888915294945,70.55396394922381,58.6240826329409,Medium,1,3
64.39856414307611,9314.936436503292,223.15584444436286,42.026804081610216,276.1159426897125,223.43839726205033,99.254195156132,High,2,3
78.54999801810942,14822.690874407508,315.39617973983434,198.39931778982725,177.3562113864263,212.1761078879459,85.69965571447442,High,2,4
54.96807304395161,15212.535080372954,336.4896083328632,150.86419249382453,249.97262453938387,103.73264786200475,31.721573025656454,Low,0,2
52.66855205204058,656.4063332884766,277.7917172635897,192.43240208504008,215.4999169019371,12.500253574784317,95.5306704621356,High,2,5
26.76670618104065,1708.9420573575353,110.57618957077234,59.87438187719678,380.8832216092301,114.42960047400419,98.23890059051601,High,2,4
13.37924910253093,4485.693755748618,380.0200945569093,33.74801244734426,321.57535805377256,49.310214062113054,26.960861144464445,Low,0,1
85.74941821579941,11135.374288521498,403.838467409,101.11062423228736,344.13324454279194,39.96984718647589,90.08125125762741,High,2,3
86.03762514469975,14610.656303030624,280.9580371485455,99.43898816324133,144.76275233719,101.30793491437878,88.90425818138905,High,2,5
61.979131154594114,7812.198650937777,249.39496868657235,35.81435623783958,196.4759743971002,29.27384964943366,8.776589457233857,Low,0,1
35.51268119438306,10145.877301505141,65.82970973271281,146.91069434670064,59.524451425433426,239.57880419825793,68.62047334086027,Medium,1,3
36.428861715139476,3503.8696635711462,51.13631413489408,72.99372935330808,98.76861828192645,16.64709953641404,34.001667737961085,Low,0,1
70.33601109832155,13288.43358737011,176.38677432612909,38.08668095517294,169.2744043949993,103.33555871268815,69.0881995167282,Medium,1,2
85.73992339573194,15865.431783402271,162.3146162035227,67.06469551411439,79.45867458590948,44.86216199776525,91.78807594807313,High,2,5
84.83777818386056,4775.202263220491,477.2916609720029,113.168081227368,321.1845801596161,173.75877377454526,52.38402855900425,Medium,1,2
75.18879912718614,8365.877503803871,393.97514379728057,145.5677155039082,499.1585521657214,24.308805057567625,44.36921892492201,Medium,1,3
62.7828481538859,1878.834905957165,333.36290467693937,96.89628632543942,95.36684632942483,138.9673656811154,92.54547076280464,High,2,3
12.572596849554394,9386.617011380235,263.64756361862646,105.59340297584633,419.5535957011693,194.4098663244747,97.5409171851606,High,2,4
19.54658426851524,8492.178788990514,92.01009005605916,28.650241252606932,103.46731126931623,237.76465958699782,10.912451140411259,Low,0,1
85.86987696743714,2804.4958765093916,489.4437693702991,183.0234940169382,351.4613084583962,176.1392529275061,92.6705665690797,High,2,3
59.57861536936309,7528.474934610087,193.7699421377029,185.81611540041683,339.4209213765577,29.37548062047296,12.86301068457944,Low,0,1
5.827734645496668,5814.909037917932,62.393545199149955,137.00189149318274,456.2226206650397,26.687534679964553,37.042190271441015,Medium,1,2
14.132438857942889,8794.499652843966,251.96145890071557,4.508650377870916,101.27552615623057,184.24152189182612,77.44454163088103,High,2,5
64.71515921972502,9807.5056119259,438.2590256904108,107.87776896476188,191.950009736854,57.75570422584982,78.81851328427105,High,2,3
5.455542546159682,646.8418236536293,444.7725908708914,126.2145754456341,90.85089215960858,114.57363061514596,73.95307961452079,High,2,5
19.472724627574877,12590.686961375342,15.373298867659155,198.9361903686639,233.3224966119952,244.27216983108295,8.715686365801496,Low,0,2
54.38604104299275,11828.96284042955,444.28491492818586,199.21732408376457,460.21692810085017,205.87716560894953,17.63177456228886,Low,0,1
67.27056779234239,6325.697521869921,143.02726657493068,171.6646358297859,401.68541797783524,212.41537253854915,93.9405673308761,High,2,3
63.67651335523405,1352.1991693482835,29.096458344527306,13.702367413196592,375.30504520039364,215.88862665837928,12.738831897609625,Low,0,1
25.18423785145038,12494.28927146832,425.41723247780845,190.70200176496726,289.8623771882159,156.78860832978168,12.46186211244608,Low,0,2
69.09612992127823,15672.540147108919,433.29471043422205,122.91958818324782,447.5685840509853,187.2638113463072,84.38636408699767,High,2,3
26.352417874712007,4323.68613206141,302.1532291227515,160.3764673253567,252.24880920859775,92.94542408540038,65.92024655617419,Medium,1,2
34.285972834334096,5646.982669234266,291.4725410752156,82.03137708748486,117.35855019528721,249.61932551034843,38.407325305292055,Medium,1,3
72.18422646062217,3429.478181855367,408.4289335844955,64.61422477568337,426.91335040435064,73.50743156538803,20.742496271804505,Low,0,1
